_id,singkat,hasil
4725,itumah,itu mah
4726,iy,iya
4727,iyach,iya
4728,iyah,ya
4729,iyap,iya
4730,iyapz,iya
4731,iyoo,iya
4732,iyup,iya
4733,iyupz,iya
4734,iz,iya
4735,iza,iya
4736,izza,iya
4737,ja,saja
4738,jabaninn,layani
4739,jabatanya,jabatannya
4740,jadiin,jadikan
4741,jadijadian,jadi jadian
4742,jagan,jangan
4743,jakanjing,the jack anjing
4744,jakrta,jakarta
4745,jambaners,para jamban
4746,jamber,jam berapa
4747,jan,jangan
4748,janganmalasbaca,jangan malas baca
4749,janganmaudibohongipakaikatatersangka,jangan mau bohong pakai kata sangka
4750,jangas,jangan
4751,janjikapolri,janji kapolri
4752,jarot,djarot
4753,jatoh,jatuh
4754,jatohnya,jatuhnya
4755,jatuhataumundur,jatuh mundur
4756,jatuhin,jatuhi
4757,jau,jauh
4758,jd,jadi
4759,jdi,jadi
4760,jdkan,jadikan
4761,jdny,jadinya
4762,jdnya,jadinya
4763,jdwl,jadwal
4764,jebleh,jablay
4765,jejelin,menjejalkan
4766,jela,sajalah
4767,jem,jam
4768,jentelman,gentleman
4769,jesica,jessica
4770,jesika,jessica
4771,jg,juga
4772,jga,juga
4773,jgan,jangan
4774,jglh,jagalah
4775,jgn,jangan
4776,jgnjgn,jangan jangan
4777,jgnn,jangan
4778,jjurnnya,sejujurnya
4779,jk,jika
4780,jkarta,jakarta
4781,jkrt,jakarta
4782,jksaagung,jaksa agung
4783,jkt,jakarta
4784,jl,jalan
4785,jln,jalan
4786,jm,jam
4787,jmbt,jembut
4788,jmbtn,jembatan
4789,jml,jumlah
4790,jmlh,jumlah
4791,jmpt,jemput
4792,jmt,jumat
4793,jng,jangan
4794,jngan,jangan
4795,jngn,jangan
4796,joined,bergabung
4797,jokowinetral,jokowi netral
4798,jos,hebat
4799,jpn,jepang
4800,jrg,jarang
4801,jrng,jarang
4802,jt,juta
4803,jubirnya,jubir
4804,judulnye,judulnya
4805,jungkirbalik,jungkir balik
4806,jwb,jawab
4807,jwbn,jawaban
4808,jwbny,jawabannya
4809,kabeh,semua
4810,kacian,kasihan
4811,kaga,tidak
4812,kagak,tidak
4813,kai,kau
4814,kaka,kakak
4815,kalahin,kalahkan
4816,kale,kali
4817,kalee,kali
4818,kalo,kalau
4819,kalok,kalau
4820,kalu,kalau
4821,kamiahok,kami ahok
4822,kamiahokk,kami ahok
4823,kamibukan,kami bukan
4824,kamibukanahok,kami bukan ahok
4825,kamikamukitadanmereka,kami kamu kita mereka
4826,kamimanusia,kami manusia
4827,kammi,kami
4828,kampany,kampanye
4829,kampenye,kampanye
4830,kanapa,kenapa
4831,kandangin,kandangkan
4832,kapir,kafir
4833,kapolritangkapahok,kapolri tangkap ahok
4834,kaporli,kapolri
4835,karna,karena
4836,karo,sama
4837,karoke,karaoke
4838,kasalndukung,asal dukung
4839,kasi,kasih
4840,kasian,kasihan
4841,kasusunya,kasusnya
4842,katanya2,katanya katanya
4843,kau,kamu
4844,kaulahhh,kamulah
4845,kawalkasusahok,kawal kasus ahok
4846,kawall,kawal
4847,kawalterus,kawal terus
4848,kayanya,sepertinya
4849,kbakaran,kebakaran
4850,kbnykn,kebanyakan
4851,kbr,kabar
4852,kbtln,kebetulan
4853,kbusukan,kebusukan
4854,kbykn,kebanyakan
4855,kdg,kadang
4856,kdng,kadang
4857,kdpan,ke depan
4858,kdpn,ke depan
4859,kebawa,terbawa
4860,kebereraniammu,keberanianmu
4861,kebhinekaan,kebinekaan
4862,kebhinnekaan,kebinekaan
4863,kebhinnekaannya,kebinekaannya
4864,kebncian,kebencian
4865,kebon,kebun
4866,kecakepan,terlalu cakap
4867,kedholiman,kezaliman
4868,keepcalm,tetap tenang
4869,kegeeran,terlalu gede rasa
4870,keiknya,sepertinya
4871,kejadia,kejadian
4872,kejahatankejahatannya,kejahatan kejahatannya
4873,kejakarta,ke jakarta
4874,kejaliman,kezaliman
4875,kek,kayak
4876,kekecewan,kekecewaan
4877,keknya,sepertinya
4878,kekuasaa,kekuasaan
4879,kekuatanya,kekuatannya
4880,kelaperan,kelaparan
4881,kelar,selesai
4882,kelen,kalian
4883,keles,kali
4884,keliatan,kelihatan
4885,kelles,kali
4886,kemane,kemana
4887,kemaren,kemarin
4888,kembangin,kembangkan
4889,keminter,sok pintar
4890,kemnangan,kemenangan
4891,kenapah,kenapa
4892,kenape,kenapa
4893,kenaps,kenapa
4894,kenapz,kenapa
4895,kenceng,kencang
4896,kencengin,kencangkan
4897,kepengen,ingin
4898,kepntingn,kepentingan
4899,kepo,ingin tahu
4900,kera2,kera kera
4901,kerna,karena
4902,kesalahanya,kesalahannya
4903,kesampean,kesampaian
4904,kesel,kesal
4905,kesian,kasihan
4906,ketawa,tertawa
4907,ketidakadilan,ke tidak adilan
4908,keujanan,kehujanan
4909,keyen,keren
4910,kezholiman,kezaliman
4911,kga,tidak
4912,kgak,tidak
4913,kgk,tidak
4914,khabar,kabar
4915,khan,kan
4916,khanz,kan
4917,khsny,khususnya
4918,khwtr,khawatir
4919,killafah,khilafah
4920,kirain,kiraan
4921,kirimin,kirimkan
4922,kitaahok,kita ahok
4923,kite,kita
4924,kk,kakak
4925,kkk,kakak
4926,kkuasaan,kekuasaan
4927,kl,kalau
4928,klau,kalau
4929,klh,kalah
4930,kli,kali
4931,kliatannya,kelihatannya
4932,kliatn,kelihatan
4933,klmat,kalimat
4934,klmpk,kelompok
4935,klo,kalau
4936,klp,kelompok
4937,kls,kelas
4938,klu,kalau
4939,kluar,keluar
4940,kluarga,keluarga
4941,klw,kalau
4942,kmaren,kemarin
4943,kmbali,kembali
4944,kmenangn,kemenangan
4945,kmi,kami
4946,kmn,kemana
4947,kmna,kemana
4948,kmps,kampus
4949,kmr,kamar
4950,kmren,kemarin
4951,kmrin,kemarin
4952,kmrn,kemarin
4953,kmu,kamu
4954,kmunduran,kemunduran
4955,kn,kan
4956,kna,kena
4957,knapa,kenapa
4958,knl,kenal
4959,knows,tahu
4960,knp,kenapa
4961,knpa,kenapa
4962,kntr,kantor
4963,knyng,kenyang
4964,ko,kok
4965,kodekeras,kode keras
4966,koentji,kunci
4967,kolojengking,kalajengking
4968,koment,komen
4969,komplek,kompleks
4970,koncox,teman
4971,konsen,konsentrasi
4972,konsititusi,konstitusi
4973,konslet,korsleting
4974,konstitusionalitas,konstitusi
4975,koq,kok
4976,korputor,koruptor
4977,kosan,indekos
4978,kouptor,koruptor
4979,kowe,kamu
4980,kpala,kepala
4981,kpan,kapan
4982,kpd,kepada
4983,kpda,kepada
4984,kpgn,ingin
4985,kpn,kapan
4986,kpngn,ingin
4987,kredibility,kredibilitas
4988,kren,keren
4989,krena,karena
4990,kresten,kristen
4991,krg,kurang
4992,krja,kerja
4993,krmh,ke rumah
4994,krn,karena
4995,krna,karena
4996,krng,kurang
4997,krnkebanykn,karena banyak
4998,krupuk,kerupuk
4999,ksh,kasih
5000,ksian,kasihan
5001,ksih,kasih
5002,ksmptn,kesempatan
5003,ksn,ke sana
5004,ksus,kasus
5005,kt,kita
5006,kta,kita
5007,ktauan,ketahuan
5008,ktdrn,ketiduran
5009,ktemu,ketemu
5010,ktika,ketika
5011,ktmpt,ke tempat
5012,ktmu,ketemu
5013,ktny,katanya
5014,ktnya,katanya
5015,ktr,kantor
5016,kudrat,kuadrat
5017,kudu,harus
5018,kui,itu
5019,kultiwiit,twit
5020,kuq,kok
5021,kurng,kurang
5022,kuwi,itu
5023,kuy,ayo
5024,kwal,kawal
5025,kwalitas,kualitas
5026,kwan,kawan
5027,kwwkwkwkwkwkwkkw,wkwk
5028,kya,kayak
5029,kyak,seperti
5030,kyaknya,sepertinya
5031,kyanya,sepertinya
5032,kyk,kayak
5033,kykny,sepertinya
5034,kyknya,sepertinya
5035,kyny,sepertinya
5036,kzl,kesal
5037,ladenin,meladeni
5038,laen,lain
5039,laki2,laki laki
5040,lakuin,lakukan
5041,lalulintas,lalu lintas
5042,lam,salam
5043,lambemu,mulutmu
5044,lambungkaan,lambungkan
5045,lambungkeun,lambungkan
5046,lanang,laki laki
5047,landasanya,landasannya
5048,lanjoot,lanjut
5049,lanjutkeun,lanjutkan
5050,lanjutt,lanjut
5051,laper,lapar
5052,laskarbanyuwangi,laskar banyuwangi
5053,lawa,lawan
5054,lawanlawannya,lawan lawannya
5055,lb,lembar
5056,lbh,lebih
5057,lbih,lebih
5058,leaders,pemimpin
5059,lebih2,lebih lebih
5060,leh,boleh
5061,lelaguan,mendengarkan lagu
5062,lemes,lemas
5063,lewatin,melewati
5064,lewatkan,melewati
5065,lg,lagi
5066,lgi,lagi
5067,lgkp,lengkap
5068,lgs,langsung
5069,lgsg,langsung
5070,lgsng,langsung
5071,lgsug,langsung
5072,lgsung,langsung
5073,lha,lah
5074,liat,lihat
5075,liatin,lihat
5076,lisanny,lisannya
5077,lkp,lengkap
5078,lm,lama
5079,lmyn,lumayan
5080,lndasan,landasan
5081,lngkp,lengkap
5082,lngsg,langsung
5083,lngsng,langsung
5084,lngsung,langsung
5085,lnjt,lanjut
5086,lnsg,langsung
5087,lnsng,langsung
5088,lo,kamu
5089,loe,kamu
5090,loh,lah
5091,lol,wkwk
5092,lom,belum
5093,lovers,pecinta
5094,lp,lupa
5095,lpngn,lapangan
5096,lpr,lapar
5097,lsg,langsung
5098,lu,kamu
5099,luarbiasa,luar biasa
5100,luchu,lucu
5101,lucu2an,lucu lucuan
5102,luh,kamu
5103,lum,belum
5104,lun,belum
5105,lurahataucamat,lurah atau camat
5106,luthu,lucu
5107,lvl,level
5108,lw,kamu
5109,lwt,lewat
5110,ma,sama
5111,maaci,terima kasih
5112,maacih,terima kasih
5113,maap,maaf
5114,maapin,maafkan
5115,mabok,mabuk
5116,mabu,mabuk
5117,madesu,masa depan suram
5118,maen,main
5119,maenan,mainan
5120,mager,malas gerak
5121,mah,adalah
5122,mahluk,makhluk
5123,mahokers,ahoker
5124,mahu,mau
5125,maidah,almaidah
5126,majuteruspantangmundur,maju terus pantang mundur
5127,makaci,terima kasih
5128,makana,makanya
5129,makanmakannya,makan makannya
5130,makanye,makanya
5131,makasi,terima kasih
5132,makasihhh,terima kasih
5133,makn,makan
5134,maksa,memaksa
5135,maksdnya,maksudnya
5136,maksih,terima kasih
5137,malahnantanginumatislam,malah menantang umat islam
5138,malem,malam
5139,malem2,malam malam
5140,males,malas
5141,malming,malam minggu
5142,maluin,memalukan
5143,malumaluin,memalukan
5144,mamam,makan
5145,mampet,mampat
5146,manaatausiapa,mana atau siapa
5147,manang,menang
5148,mane,mana
5149,maneh,kamu
5150,manggil,memanggil
5151,maning,lagi
5152,mano,mana
5153,mantag,mantap
5154,mantapp,mantap
5155,mantep,mantap
5156,manusia2,manusia manusia
5157,mao,mau
5158,maoo,mau
5159,marabahaya,mara bahaya
5160,masakin,memasakkan
5161,masalalu,masa lalu
5162,masayarakat,masyarakat
5163,mascot,maskot
5164,masiih,masih
5165,masing2,masing masing
5166,mateng,matang
5167,matimatian,berusaha keras
5168,maw,mau
5169,mayan,lumayan
5170,mbedain,membedakan
5171,mberi,memberi
5172,mberikan,memberikan
5173,mboten,tidak
5174,mbuat,membuat
5175,mburimu,di belakangmu
5176,mcm,macam
5177,mct,macet
5178,mdg,lebih baik
5179,mdgn,lebih baik
5180,mdh,mudah
5181,mdhmdhn,mudah mudahan
5182,mdpt,mendapat
5183,mecah,memecahkan
5184,mediskreditkan,mendiskreditkan
5185,medukungmu,mendukungmu
5186,mele,melulu
5187,melihatataumenyaksikan,melihat atau menyaksikan
5188,membadja,membaja
5189,memilh,memilih
5190,memperjuangakan,memperjuangkan
5191,mempressure,menekan
5192,menangin,memenangkan
5193,menbangun,membangun
5194,mendingan,lebih baik
5195,mendzolimi,menzalimi
5196,menfitnah,memfitnah
5197,mengganggap,menganggap
5198,menghalangmenghalangi,menghalangi
5199,menghayal,mengkhayal
5200,menghimbau,mengimbau
5201,mengugurkan,menggugurkan
5202,menizta,menista
5203,menjawad,menjawab
5204,menjd,menjadi
5205,menjdikan,menjadikan
5206,menjdkn,menjadikan
5207,menwrpa,menerpa
5208,menyakini,meyakini
5209,menyelamaykan,menyelamatkan
5210,merapihkan,merapikan
5211,merespon,menjawab
5212,merhatiin,memperhatikan
5213,meridhoi,meridai
5214,meriksa,memeriksa
5215,meris,miris
5216,mesen,memesan
5217,mgkin,mungkin
5218,mgkn,mungkin
5219,mgunakan,menggunakan
5220,mhs,mahasiswa
5221,mhsw,mahasiswa
5222,mhujat,menghujat
5223,miapa,demi apa
5224,miapah,demi apa
5225,mikir,pikir
5226,mikirin,memikirkan
5227,milih,memilih
5228,milyaran,miliar
5229,mimpin,memimpin
5230,minds,pikiran
5231,mingkem,diam
5232,minjem,pinjam
5233,misala,misalnya
5234,mjaga,menjaga
5235,mjd,menjadi
5236,mka,maka
5237,mkan,makan
5238,mkanan,makanan
5239,mkanya,makanya
5240,mkn,makan
5241,mknan,makanan
5242,mkny,makanya
5243,mksd,maksud
5244,mksdny,maksudnya
5245,mksdnya,maksudnya
5246,mksdq,maksudku
5247,mksh,terima kasih
5248,mksih,terima kasih
5249,mkstnya,maksudnya
5250,mlah,malah
5251,mlancarkan,melancarkan
5252,mlawan,melawan
5253,mlayu,lari
5254,mlh,malah
5255,mlihatmu,melihatmu
5256,mlm,malam
5257,mls,malas
5258,mmbencii,membenci
5259,mmbla,membela
5260,mmg,memang
5261,mmikirkan,memikirkan
5262,mmng,memang
5263,mmpraktekkannya,mempraktikannya
5264,mn,mana
5265,mna,mana
5266,mncium,mencium
5267,mndengar,mendengar
5268,mndg,lebih baik
5269,mndgn,lebih baik
5270,mndgr,mendengar
5271,mndi,mandi
5272,mnding,lebih baik
5273,mndpt,mendapat
5274,mndptkn,mendapatkan
5275,mndukung,mendukung
5276,mndukungmu,mendukungmu
5277,mnebar,menebar
5278,mnenangkn,menenangkan
5279,mng,menang
5280,mnghemat,menghemat
5281,mnghilang,menghilang
5282,mnghna,menghina
5283,mnghukumny,menghukumnya
5284,mngkin,mungkin
5285,mnista,menista
5286,mnjadi,menjadi
5287,mnjaga,menjaga
5288,mnjatuhkan,menjatuhkan
5289,mnjdi,menjadi
5290,mnjtuhkan,menjatuhkan
5291,mnkoplhukam,menko polhukam
5292,mnkumham,menkumham
5293,mnrt,menurut
5294,mnt,minta
5295,mnta,minta
5296,mntp,mantap
5297,mntri,menteri
5298,mnum,minum
5299,mnunggu,menunggu
5300,mnyatu,menyatu
5301,mnyngkn,menyenangkan
5302,mo,mau
5303,modyare,mati
5304,moga,semoga
5305,moslems,muslim
5306,mosok,masa
5307,motong,memotong
5308,mreka,mereka
5309,mrh,marah
5310,mrka,mereka
5311,msalah,masalah
5312,msg,masing
5313,msh,masih
5314,msi,masih
5315,msih,masih
5316,msjid2,masjid masjid
5317,msk,masuk
5318,mski,meski
5319,mskn,masakan
5320,msl,misal
5321,mslh,masalah
5322,msti,harus
5323,msuk,masuk
5324,msuport,mendukung
5325,msyarakat,masyarakat
5326,mudahmudahan,mudah mudahan
5327,mudhmudhn,mudah mudahan
5328,muke,muka
5329,mukeje,muka jelek
5330,multiwarna,banyak warna
5331,mulutmuharimaumu,mulutmu harimaumu
5332,mulutny,mulutnya
5333,mulutrusakbasukiditolak,mulut rusak basuki ditolak
5334,munafikun,munafik
5335,munafiq,munafik
5336,munafiqun,munafik
5337,muncuk,muncul
5338,munculah,muncul
5339,musnahkn,memusnahkan
5340,musti,harus
5341,musuhmusuhnya,musuh musuhnya
5342,muup,maaf
5343,muuv,maaf
5344,mz,mas
5345,n,dan
5346,nabung,menabung
5347,naek,naik
5348,nagara,negara
5349,nahan,menahan
5350,nahu,tahu
5351,nambah,menambah
5352,named,dinamakan
5353,nang,di
5354,nangiss,menangis
5355,nantangin,menantang
5356,nanya,bertanya
5357,naon,apa
5358,napa,kenapa
5359,nape,kenapa
5360,napsu,nafsu
5361,nasgor,nasi goreng
5362,nax,ingin
5363,ncib,persib
5364,nda,tidak
5365,ndak,tidak
5366,ndakk,tidak
5367,ndax,tidak
5368,ndk,tidak
5369,ndoweh,dower
5370,ndukung,mendukung
5371,nego,negosiasi
5372,negri,negeri
5373,negriku,negeriku
5374,neh,nih
5375,neko,macam
5376,nelen,menelan
5377,nemenin,menemani
5378,nemu,menemukan
5379,nenangin,menenangkan
5380,nengok,menengok
5381,nextnya,selanjutnya
5382,nga,tidak
5383,ngabungin,menggabungkan
5384,ngacir,kabur
5385,ngaco,kacau
5386,ngadain,mengadakan
5387,ngahok,ahoker
5388,ngajak,mengajak
5389,ngajar,mengajar
5390,ngajarin,mengajarkan
5391,ngaji,mengaji
5392,ngak,tidak
5393,ngakak,tertawa
5394,ngakali,mengakali
5395,ngaku,mengakui
5396,ngakunya,mengakuinya
5397,ngalahin,mengalahkan
5398,ngalahkan,mengalahkan
5399,ngambek,mengambek
5400,ngambil,mengambil
5401,ngamuk,mengamuk
5402,ngancam,mengancam
5403,nganiaya,menganiaya
5404,nganter,mengantar
5405,nganterin,mengantarkan
5406,ngantri,mengantre
5407,nganu,anu
5408,ngapa,kenapa
5409,ngapain,apa
5410,ngarep,mengharap
5411,ngaruh,berpengaruh
5412,ngasi,memberi
5413,ngasih,memberi
5414,ngatain,memaki
5415,ngatur,mengatur
5416,ngawasi,mengawasi
5417,ngebacot,bacot
5418,ngebales,membalas
5419,ngebelain,membela
5420,ngedit,mengedit
5421,ngefek,berakibat
5422,ngegosip,menggosipkan
5423,ngeh,tau
5424,ngejar,mengejar
5425,ngejatuhin,menjatuhkan
5426,ngelarang,melarang
5427,ngelewati,melewati
5428,ngeliat,melihat
5429,ngeliatin,melihat
5430,ngeluh,mengeluh
5431,ngembat,mengembat
5432,ngena,mengena
5433,ngene,ini
5434,ngerasa,merasa
5435,ngerasain,merasakan
5436,ngerjain,mengerjakan
5437,ngerokok,merokok
5438,ngerti,mengerti
5439,ngerti2,tau tau
5440,ngetik,mengetik
5441,ngetrend,mengetren
5442,ngetweet,mentwit
5443,ngg,tidak
5444,ngga,tidak
5445,nggax,tidak
5446,nggesek,menggesek
5447,nggk,tidak
5448,nggosok,menggosok
5449,ngibul,menipu
5450,ngidam,mengidam
5451,ngikutin,mengikuti
5452,ngilangin,menghilangkan
5453,ngimpi,memimpikan
5454,ngincer,mengincar
5455,nginep,menginap
5456,ngingetin,mengingatkan
5457,ngisiin,mengisikan
5458,ngjk,mengajak
5459,ngk,tidak
5460,nglawan,melawan
5461,nglunjak,melonjak
5462,ngmbl,mengambil
5463,ngmg,berbicara
5464,ngmng,berbicara
5465,ngmpl,berkumpul
5466,ngmps,ke kampus
5467,ngntk,mengantuk
5468,ngntr,ke kantor
5469,ngobatin,mengobati
5470,ngobrol,mengobrol
5471,ngomong,berbicara
5472,ngomonge,bicaranya
5473,ngomongin,membicarakan
5474,ngopi,minum kopi
5475,ngorek,mengorek
5476,ngotorin,mengotori
5477,ngrusak,merusak
5478,ngucapin,mengucapkan
5479,ngumpul,berkumpul
5480,ngundang,mengundang
5481,ngungsi,mengungsi
5482,ngunpulin,mengumpulkan
5483,ngunu,anu
5484,ngunyah,mengunyah
5485,ngupload,mengunggah
5486,nguras,menguras
5487,ngurus,mengurus
5488,ngurusin,mengurus
5489,ngutip,mengutip
5490,ni,nih
5491,nich,nih
5492,nie,nih
5493,nimbulin,menimbulkan
5494,ninggalin,meninggalkan
5495,niru2,meniru
5496,niy,nih
5497,njink,anjing
5498,nmbh,menambah
5499,nmny,namanya
5500,nmpk,tampak
5501,nmr,nomor
5502,nnti,nanti
5503,nntn,menonton
5504,nnton,nonton
5505,nocomment,tidak berkomentar
5506,nolak,menolak
5507,nonggol,nongol
5508,nongkie,nongkrong
5509,nonton,menonton
5510,nov,november
5511,novnovnov,november
5512,nraktir,mentraktir
5513,ntah,entah
5514,ntar,nanti
5515,nti,nanti
5516,ntn,menonton
5517,nton,menonton
5518,ntr,nanti
5519,ntu,itu
5520,nulis,menulis
5521,numbers,nomor
5522,numpang,menumpang
5523,nunggu,menunggu
5524,nungguin,menunggu
5525,nunjuk,menunjuk
5526,nuntut,menuntut
5527,nurunin,menuruni
5528,ny,nya
5529,nyahok,ahok
5530,nyahoq,ahok
5531,nyakitin,menyakiti
5532,nyalain,menyalakan
5533,nyama,sama
5534,nyampe,sampai
5535,nyang,yang
5536,nyangka,menyangka
5537,nyantai,bersantai
5538,nyari,mencari
5539,nyebar,menyebar
5540,nyebarin,menyebarkan
5541,nyebelin,menyebalkan
5542,nyebut,menyebut
5543,nyerah,menyerah
5544,nyerang,menyerang
5545,nyesek,menyesal
5546,nyesel,menyesal
5547,nyetel,menyetel
5548,nyiksa,menyiksa
5549,nykap,ibu
5550,nykapz,ibu
5551,nykp,ibu
5552,nyoba,mencoba
5553,nyobain,mencoba
5554,nyoblos,mencoblos
5555,nyodorin,menyodorkan
5556,nyogok,menyogok
5557,nyokap,ibu
5558,nyuci,mencuci
5559,nyumbang,menyumbang
5560,nyundul,menyundul
5561,nyunsep,terperosok
5562,nyuri,mencuri
5563,nyuruh,menyuruh
5564,nyusul,menyusul
5565,oatau,atau
5566,oataupolri,atau polri
5567,oc,oke
5568,oce,oke
5569,ohh,oh
5570,ok,oke
5571,okay,ok
5572,okedech,oke deh
5573,okedeh,oke deh
5574,okeh,oke
5575,okesiip,oke sip
5576,okt,oktober
5577,okz,oke
5578,ol,online
5579,olang,orang
5580,olh,oleh
5581,opo,apa
5582,opportunis,oportunis
5583,optimisx,optimis
5584,ora,tidak
5585,orenken,orenkan
5586,org,orang
5587,org2,orang orang
5588,orgnya,orangnya
5589,orng,orang
5590,orngbaik,orang baik
5591,ortu,orang tua
5592,otong,titit
5593,ouch,oh
5594,ouh,oh
5595,owh,oh
5596,pa,pak
5597,paakk,pak
5598,pagi2,pagi pagi
5599,pait,pahit
5600,pakafif,pak afif
5601,pakcik,pak cik
5602,pake,pakai
5603,pakek,pakai
5604,palawan,pahlawan
5605,pamerin,memamerkan
5606,panasbug,panasbung
5607,pantengin,perhatikan
5608,pantes,pantas
5609,pantesan,pantas saja
5610,parlimen,parlemen
5611,pasu,pasukan
5612,pasutri,pasangan suami istri
5613,paz,pas
5614,pcr,pacar
5615,pcrn,pacaran
5616,pcrny,pacarnya
5617,pda,pada
5618,pdahal,padahal
5619,pdhal,padahal
5620,pdhl,padahal
5621,pdukung,pendukung
5622,pebruari,februari
5623,pedes,pedas
5624,pegi,pergi
5625,pelajrn,pelajaran
5626,pelcija,persija
5627,pemaen,pemain
5628,pemerintahanya,pemerintahannya
5629,pemimpinsejati,pemimpin sejati
5630,pemmpin,pemimpin
5631,pemrintah,pemerintah
5632,pen,ingin
5633,pengadila,pengadilan
5634,pengen,ingin
5635,penghadangan,pengadangan
5636,pengin,ingin
5637,pengkhianat,penghianat
5638,peningg,pening
5639,penistaagama,penista agama
5640,penistaalquran,penista alquran
5641,penistaquran,penista alquran
5642,penjagannya,penjaganya
5643,penjarakanaho,penjarakan ahok
5644,penjarakanahok,penjarakan ahok
5645,penjarakanpenistaagama,penjarakan penista agama
5646,penjarakanpenistagama,penjarakan penista agama
5647,penjarkan,penjarakan
5648,penjarq,penjarakan
5649,penunggangatauaktor,penunggang atau aktor
5650,penyelasain,penyelesaian
5651,peradilankan,peradilan
5652,perduli,peduli
5653,perjuanganmasihpanjang,perjuangan masih panjang
5654,perlemen,parlemen
5655,permanent,permanen
5656,persiden,presiden
5657,pertanggungjawabannya,tanggung jawabnya
5658,perusakke,perusak
5659,pesen,pesan
5660,pg,pergi
5661,pgen,ingin
5662,pghadangan,pengadangan
5663,pghargaan,penghargaan
5664,pghasiln,penghasilan
5665,pgluarn,pengeluaran
5666,pgn,ingin
5667,phenomenal,fenomenal
5668,pict,gambar
5669,pidakan,pidanakan
5670,pilem,film
5671,pilkasa,pemilihan kepala daerah
5672,pilm,film
5673,piluh,pilu
5674,pingin,ingin
5675,pinjem,pinjam
5676,pinter,pintar
5677,pinteran,lebih pintar
5678,pipel,orang
5679,pisan,banget
5680,pjagaannya,penjagannya
5681,pjebat,pejabat
5682,pk,pak
5683,pkai,pakai
5684,pke,pakai
5685,pkl,pukul
5686,plaku,pelaku
5687,planggaran,pelanggaran
5688,playing,memainkan
5689,plersija,persija
5690,plg,pulang
5691,plintar,pintar
5692,plis,tolong
5693,pljrn,pelajaran
5694,plng,pulang
5695,pls,tolong
5696,pmimpin,pemimpin
5697,pncitraan,pencitraan
5698,pndh,pindah
5699,pndkng,pendukung
5700,pngecu,pengecut
5701,pngen,ingin
5702,pngn,ingin
5703,pngorbananmu,pengorbananmu
5704,pngusung,pengusung
5705,pnistaan,penistaan
5706,pnjng,panjang
5707,pnting,penting
5708,pntng,penting
5709,pny,punya
5710,pnya,punya
5711,pokoe,pokoknya
5712,pokokny,pokoknya
5713,pokonya,pokoknya
5714,polih,pulih
5715,political,politik
5716,politicians,polutikus
5717,politk,politik
5718,polriharusnetral,polri harus netral
5719,poltik,politik
5720,praktek,praktik
5721,praperadilanpengadilan,praperadilan pengadilan
5722,prasaan,perasaan
5723,prayforahok,pray for ahok
5724,prgi,pergi
5725,prilaku,perilaku
5726,prmhn,perumahan
5727,prmptn,perempatan
5728,prnah,pernah
5729,prnh,pernah
5730,programataujanji,program atau janji
5731,proove,membuktikan
5732,proseshukum,proses hukum
5733,provocated,terprovokasi
5734,prtai,partai
5735,prthnkn,pertahankan
5736,psantren2,pesantren pesantren
5737,psl,pasal
5738,psng,pasang
5739,psr,pasar
5740,pst,pasti
5741,psti,pasti
5742,ptg,penting
5743,pulitik,politik
5744,puna,punah
5745,punye,punya
5746,pura2,pura pura
5747,puser,pusar
5748,putaranpilkada,putaran pilkada
5749,putaransaja,putaran saja
5750,puter,putar
5751,puterin,memutari
5752,pzt,pasti
5753,q,aku
5754,qaqa,kakak
5755,qq,kakak
5756,qt,kita
5757,qta,kita
5758,quran,alquran
5759,rabb,rabi
5760,rabbal,rabi
5761,rabbika,rabi
5762,rada,agak
5763,raimu,mukamu
5764,rakyatcerdas,rakyat cerdas
5765,rame,ramai
5766,rame2,ramai ramai
5767,rameken,ramaikan
5768,ramekeun,ramaikan
5769,rangorang,orang orang
5770,rasane,rasanya
5771,rates,nilai
5772,rb,ribu
5773,rbuan,ribu
5774,reak,teriak
5775,reborn,lahir kembali
5776,rebuan,ribuan
5777,rekayasana,rekayasanya
5778,renew,memperbarui
5779,ributin,meributkan
5780,ripd,daripada
5781,riziek,rizieq
